family,condition,defense,planned_n,valid_n,invalid_n,executed_unauthorized_effect_rate,executed_unauthorized_effect_ci_lower,executed_unauthorized_effect_ci_upper,secret_leakage_rate,secret_leakage_ci_lower,secret_leakage_ci_upper,benign_task_success_rate,benign_task_success_ci_lower,benign_task_success_ci_upper,benign_block_rate,benign_block_ci_lower,benign_block_ci_upper
T1--T4 capability,attack,prompt_only,12,12,0,0.5,0.2537815976337061,0.7462184023662939,0.25,0.08894166839405476,0.5323053349335656,0.5,0.2537815976337061,0.7462184023662939,0.0,0.0,0.2424940066552408
T1--T4 capability,attack,capability_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.5,0.2537815976337061,0.7462184023662939,0.5,0.2537815976337061,0.7462184023662939
T1--T4 capability,attack,provenance_only,12,12,0,0.5,0.2537815976337061,0.7462184023662939,0.0,0.0,0.2424940066552408,0.5,0.2537815976337061,0.7462184023662939,0.0,0.0,0.2424940066552408
T1--T4 capability,attack,prompt_provenance_only,12,12,0,0.5,0.2537815976337061,0.7462184023662939,0.0,0.0,0.2424940066552408,0.5,0.2537815976337061,0.7462184023662939,0.0,0.0,0.2424940066552408
T1--T4 capability,attack,capability_provenance_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.5,0.2537815976337061,0.7462184023662939,0.5,0.2537815976337061,0.7462184023662939
T1--T4 capability,attack,prompt_capability_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.3333333333333333,0.1381200910912132,0.6093779111272004,0.5,0.2537815976337061,0.7462184023662939
T1--T4 capability,attack,full,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.3333333333333333,0.1381200910912132,0.6093779111272004,0.5,0.2537815976337061,0.7462184023662939
T1--T4 capability,clean,allow_all,12,11,1,0.0,0.0,0.25883296696803165,0.0,0.0,0.25883296696803165,1.0,0.7411670330319684,1.0,0.0,0.0,0.25883296696803165
T1--T4 capability,clean,prompt_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,1.0,0.7575059933447593,1.0,0.0,0.0,0.2424940066552408
T1--T4 capability,clean,capability_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.9166666666666666,0.6461200888588832,0.9851349055950829,0.75,0.4676946650664344,0.9110583316059453
T1--T4 capability,clean,provenance_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,1.0,0.7575059933447593,1.0,0.0,0.0,0.2424940066552408
T1--T4 capability,clean,prompt_provenance_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,1.0,0.7575059933447593,1.0,0.0,0.0,0.2424940066552408
T1--T4 capability,clean,capability_provenance_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.9166666666666666,0.6461200888588832,0.9851349055950829,0.75,0.4676946650664344,0.9110583316059453
T1--T4 capability,clean,prompt_capability_only,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.9166666666666666,0.6461200888588832,0.9851349055950829,0.5,0.2537815976337061,0.7462184023662939
T1--T4 capability,clean,full,12,12,0,0.0,0.0,0.2424940066552408,0.0,0.0,0.2424940066552408,0.9166666666666666,0.6461200888588832,0.9851349055950829,0.5,0.2537815976337061,0.7462184023662939
T5--T6 provenance,attack,allow_all,6,6,0,0.5,0.18761630648265054,0.8123836935173494,0.5,0.18761630648265054,0.8123836935173494,0.8333333333333334,0.4364971778135299,0.9699466302516934,0.0,0.0,0.39033428790216523
T5--T6 provenance,attack,prompt_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.6666666666666666,0.29999331513839217,0.9032285888942195,0.0,0.0,0.39033428790216523
T5--T6 provenance,attack,capability_only,6,6,0,0.5,0.18761630648265054,0.8123836935173494,0.5,0.18761630648265054,0.8123836935173494,0.8333333333333334,0.4364971778135299,0.9699466302516934,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,attack,provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.0,0.0,0.39033428790216523
T5--T6 provenance,attack,prompt_provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.6666666666666666,0.29999331513839217,0.9032285888942195,0.0,0.0,0.39033428790216523
T5--T6 provenance,attack,capability_provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.8333333333333334,0.4364971778135299,0.9699466302516934,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,attack,prompt_capability_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.3333333333333333,0.09677141110578052,0.700006684861608,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,attack,full,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.5,0.18761630648265054,0.8123836935173494,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,clean,allow_all,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.0,0.0,0.39033428790216523
T5--T6 provenance,clean,prompt_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.0,0.0,0.39033428790216523
T5--T6 provenance,clean,capability_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,clean,provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.0,0.0,0.39033428790216523
T5--T6 provenance,clean,prompt_provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.0,0.0,0.39033428790216523
T5--T6 provenance,clean,capability_provenance_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,1.0,0.6096657120978348,1.0,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,clean,prompt_capability_only,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.8333333333333334,0.4364971778135299,0.9699466302516934,0.5,0.18761630648265054,0.8123836935173494
T5--T6 provenance,clean,full,6,6,0,0.0,0.0,0.39033428790216523,0.0,0.0,0.39033428790216523,0.6666666666666666,0.29999331513839217,0.9032285888942195,0.5,0.18761630648265054,0.8123836935173494
